"lag","cause","exposure","analysis","exposure_change","central.est","ll.est","ul.est"
6,"suicide","tmean","poverty5",10,0.0222993505828223,-0.120968841592671,0.165567542758315
6,"All_violence","tmean","education1",0,0,0,0
6,"All_violence","tmean","education1",1,0.00317361448268084,-0.000684943427339779,0.00703217239270147
6,"All_violence","tmean","education1",5,0.0158680724134042,-0.0034247171366989,0.0351608619635073
6,"All_violence","tmean","education1",10,0.0317361448268084,-0.00684943427339777,0.0703217239270146
6,"assault","tmean","education1",0,0,0,0
6,"assault","tmean","education1",1,0.00323507949819237,-0.000635724071867838,0.00710588306825258
6,"assault","tmean","education1",5,0.0161753974909618,-0.00317862035933917,0.0355294153412628
6,"assault","tmean","education1",10,0.0323507949819237,-0.00635724071867846,0.0710588306825259
6,"suicide","tmean","education1",0,0,0,0
6,"suicide","tmean","education1",1,0.00356974013858568,-0.0116982848419951,0.0188377651191665
6,"suicide","tmean","education1",5,0.0178487006929284,-0.0584914242099754,0.0941888255958322
6,"suicide","tmean","education1",10,0.0356974013858568,-0.116982848419951,0.188377651191664
6,"All_violence","tmean","education2",0,0,0,0
6,"All_violence","tmean","education2",1,0.00230732779801293,-0.000770224688096374,0.00538488028412224
6,"All_violence","tmean","education2",5,0.0115366389900647,-0.00385112344048188,0.0269244014206112
6,"All_violence","tmean","education2",10,0.0230732779801293,-0.00770224688096374,0.0538488028412224
6,"assault","tmean","education2",0,0,0,0
6,"assault","tmean","education2",1,0.00192055521872914,-0.00117473581847183,0.00501584625593012
6,"assault","tmean","education2",5,0.0096027760936457,-0.00587367909235912,0.0250792312796505
6,"assault","tmean","education2",10,0.0192055521872914,-0.0117473581847182,0.0501584625593011
6,"suicide","tmean","education2",0,0,0,0
6,"suicide","tmean","education2",1,0.00842673503103938,-0.00461790319443688,0.0214713732565156
6,"suicide","tmean","education2",5,0.0421336751551969,-0.0230895159721846,0.107356866282578
6,"suicide","tmean","education2",10,0.0842673503103938,-0.046179031944369,0.214713732565157
6,"All_violence","tmean","education3",0,0,0,0
6,"All_violence","tmean","education3",1,0.00393270306793666,0.00120084979831606,0.00666455633755726
6,"All_violence","tmean","education3",5,0.0196635153396833,0.00600424899158031,0.0333227816877862
6,"All_violence","tmean","education3",10,0.0393270306793666,0.0120084979831606,0.0666455633755726
6,"assault","tmean","education3",0,0,0,0
6,"assault","tmean","education3",1,0.00380573185782422,0.00106082511045582,0.00655063860519261
6,"assault","tmean","education3",5,0.019028659289121,0.00530412555227908,0.032753193025963
6,"assault","tmean","education3",10,0.0380573185782421,0.0106082511045582,0.065506386051926
6,"suicide","tmean","education3",0,0,0,0
6,"suicide","tmean","education3",1,0.0086552441324594,-0.00420872251099492,0.0215192107759137
6,"suicide","tmean","education3",5,0.043276220662297,-0.0210436125549746,0.107596053879569
6,"suicide","tmean","education3",10,0.086552441324594,-0.042087225109949,0.215192107759137
6,"All_violence","tmean","education4",0,0,0,0
6,"All_violence","tmean","education4",1,0.00705104136493533,0.00440824762332349,0.00969383510654718
6,"All_violence","tmean","education4",5,0.0352552068246766,0.0220412381166174,0.0484691755327358
6,"All_violence","tmean","education4",10,0.0705104136493533,0.0440824762332349,0.0969383510654717
6,"assault","tmean","education4",0,0,0,0
6,"assault","tmean","education4",1,0.00603060543721923,0.00338506354419954,0.00867614733023893
6,"assault","tmean","education4",5,0.0301530271860961,0.0169253177209977,0.0433807366511945
